countries	countries (codes)	item	item (codes)	year	Total Population - Both sexes (1000)	Production (1000 tonnes)	Import Quantity (1000 tonnes)	Stock Variation (1000 tonnes)	Export Quantity (1000 tonnes)	Domestic supply quantity (1000 tonnes)	Feed (1000 tonnes)	Seed (1000 tonnes)	Processing (1000 tonnes)	Other Util (1000 tonnes)	Food (1000 tonnes)	Food supply quantity (kg/capita/yr)	Food supply (kcal/capita/day)	Protein supply quantity (g/capita/day)	Fat supply quantity (g/capita/day)	
United States of America	231	Oranges, Mandarines	2611	1973		9371	245		741	8875			0	205	8670	40.3	30	0.5	0.1
United States of America	231	Lemons, Limes	2612	1973		805	12		204	614			0	40	574	2.7	1	0.0	0.0
United States of America	231	Grapefruit	2613	1973		2428	536	0	561	2404			0	122	2282	10.6	5	0.1	0.0
United States of America	231	Citrus, Other	2614	1973		0	0		0	0					0	0.0	0	0.0	0.0
United States of America	231	Bananas	2615	1973		3	1954		188	1769				98	1671	7.8	13	0.1	0.1
United States of America	231	Plantains	2616	1973			0			0					0	0.0	0	0.0	0.0
United States of America	231	Apples	2617	1973		2842	42		81	2803			0	144	2658	12.4	16	0.0	0.1
United States of America	231	Pineapples	2618	1973		735	206	0	69	872				38	834	3.9	3	0.0	0.0
United States of America	231	Dates	2619	1973		21	20		5	36				2	34	0.2	1	0.0	0.0
United States of America	231	Grapes	2620	1973		3809	48		246	3610			2329	133	1148	5.3	9	0.1	0.0
United States of America	231	Fruits, Other	2625	1973		3522	73	0	284	3311			0	206	3105	14.4	19	0.2	0.2
United States of America	231	Stimulants +	2922	1973		1	1934	5	105	1836			0		1836	8.5	15	1.5	0.5
United States of America	231	Coffee	2630	1973		1	1409	-29	84	1297			0		1297	6.0	7	1.0	
United States of America	231	Cocoa Beans	2633	1973			447	36	20	462					462	2.1	7	0.4	0.5
United States of America	231	Tea	2635	1973			79	-2	0	76					76	0.4	0	0.1	
United States of America	231	Spices +	2923	1973		16	66	0	5	76					76	0.4	3	0.1	0.1
United States of America	231	Pepper	2640	1973			25		1	24					24	0.1	1	0.0	0.0
United States of America	231	Pimento	2641	1973		16	14		0	30					30	0.1	1	0.0	0.1
United States of America	231	Cloves	2642	1973			1		0	1					1	0.0	0	0.0	0.0
United States of America	231	Spices, Other	2645	1973		0	26	0	4	21					21	0.1	1	0.0	0.0
United States of America	231	Alcoholic Beverages +	2924	1973		20228	647	-130	35	20710				448	20257	94.1	156	0.7	
United States of America	231	Wine	2655	1973		1581	210	-130	4	1658				308	1350	6.3	12	0.0	
United States of America	231	Beer	2656	1973		17436	135		10	17561					17561	81.6	94	0.7	
United States of America	231	Beverages, Fermented	2657	1973			6		0	5					0	0.0	0	0.0	
United States of America	231	Beverages, Alcoholic	2658	1973		1071	297		21	1346					1346	6.3	51		
United States of America	231	Alcohol, Non-Food	2659	1973		140	0		0	140				140					
United States of America	231	Meat +	2943	1973		20935	1248	-117	226	21840	22		2	48	21767	101.1	352	33.4	23.3
United States of America	231	Bovine Meat	2731	1973		9813	968	-36	46	10700			0	0	10700	49.7	143	17.6	7.6
United States of America	231	Mutton & Goat Meat	2732	1973		233	18	1	1	251	0				251	1.2	8	0.4	0.7
United States of America	231	Pigmeat	2733	1973		5784	248	-32	77	5923				0	5923	27.5	113	6.9	9.3
United States of America	231	Poultry Meat	2734	1973		4828	0	-49	73	4706			2	48	4655	21.6	85	7.8	5.7
United States of America	231	Meat, Other	2735	1973		277	14	0	30	261	22				239	1.1	3	0.5	0.1
United States of America	231	Offals +	2945	1973		1070	3	0	127	946	540			0	406	1.9	6	1.0	0.1
United States of America	231	Animal Fats +	2946	1973		5064	55	51	1507	3664	304		49	1855	1457	6.8	120	0.1	13.5
United States of America	231	Butter, Ghee	2740	1973		417	21	23	2	459				2	457	2.1	42	0.1	4.7
United States of America	231	Cream	2743	1973		28	0		0	28					28	0.1	1	0.0	0.1
United States of America	231	Fats, Animals, Raw	2737	1973		4518	25	10	1393	3160	304		49	1837	972	4.5	78	0.0	8.7
United States of America	231	Fish, Body Oil	2781	1973		102	8	18	113	16	0			16	0	0.0	0	0.0	0.0
United States of America	231	Fish, Liver Oil	2782	1973		0	1	0	0	1				1	0	0.0	0	0.0	0.0
United States of America	231	Eggs +	2949	1973		3910	7	14	16	3914		278		116	3520	16.4	62	4.8	4.4
United States of America	231	Milk - Excluding Butter +	2948	1973		52386	4038	-268	344	55812	734		0	1897	53138	246.9	375	22.7	18.9
United States of America	231	Fish, Seafood +	2960	1973		2835	1897	5	289	4448	1080	53		1	3314	15.4	24	3.6	0.9
United States of America	231	Freshwater Fish	2761	1973		240	48	0	53	235	17	4			214	1.0	3	0.4	0.1
United States of America	231	Demersal Fish	2762	1973		273	752	0	27	997	6	1		0	991	4.6	5	1.0	0.1
United States of America	231	Pelagic Fish	2763	1973		1310	734	0	109	1935	1057	42		0	837	3.9	11	1.3	0.6
United States of America	231	Marine Fish, Other	2764	1973		81				81				0	81	0.4	1	0.1	0.0
United States of America	231	Crustaceans	2765	1973		332	234	2	53	515		1		0	514	2.4	3	0.7	0.0
United States of America	231	Cephalopods	2766	1973		7	0	4	5	6		5		0	2	0.0	0	0.0	0.0
United States of America	231	Molluscs, Other	2767	1973		592	130		43	678		1		1	676	3.1	1	0.2	0.0
United States of America	231	Aquatic Products, Other +	2961	1973		143	3		0	145				145	0	0.0	0	0.0	0.0
United States of America	231	Meat, Aquatic Mammals	2768	1973															
United States of America	231	Aquatic Animals, Others	2769	1973		3	3		0	5				5	0	0.0	0	0.0	0.0
United States of America	231	Aquatic Plants	2775	1973		140	0		0	140				140	0	0.0	0	0.0	0.0
United States of America	231	Miscellaneous +	2928	1973													0	0.0	0.0
