countries	countries (codes)	item	item (codes)	year	Total Population - Both sexes (1000)	Production (1000 tonnes)	Import Quantity (1000 tonnes)	Stock Variation (1000 tonnes)	Export Quantity (1000 tonnes)	Domestic supply quantity (1000 tonnes)	Feed (1000 tonnes)	Seed (1000 tonnes)	Processing (1000 tonnes)	Other Util (1000 tonnes)	Food (1000 tonnes)	Food supply quantity (kg/capita/yr)	Food supply (kcal/capita/day)	Protein supply quantity (g/capita/day)	Fat supply quantity (g/capita/day)	
World +	5001	Poultry Meat	2734	1976		19670	736	-46	861	19499	0		27	134	19337	4.7	18	1.7	1.2
World +	5001	Meat, Other	2735	1976		3340	450	0	386	3404	32		1	12	3375	0.8	3	0.4	0.1
World +	5001	Offals +	2945	1976		9340	504	-5	534	9306	812		0	1160	7335	1.8	5	0.9	0.2
World +	5001	Animal Fats +	2946	1976		24981	4675	30	4854	24833	1601		219	7556	15542	3.8	66	0.1	7.4
World +	5001	Butter, Ghee	2740	1976		6470	961	-155	1008	6268	12			33	6251	1.5	31	0.0	3.5
World +	5001	Cream	2743	1976		2673	17	0	16	2674			18	39	2618	0.6	3	0.0	0.3
World +	5001	Fats, Animals, Raw	2737	1976		14802	3062	175	3244	14794	1048		201	7020	6582	1.6	31	0.0	3.5
World +	5001	Fish, Body Oil	2781	1976		992	623	9	559	1066	537		0	460	69	0.0	0	0.0	0.0
World +	5001	Fish, Liver Oil	2782	1976		43	12	1	26	30	4			4	22	0.0	0	0.0	0.0
World +	5001	Eggs +	2949	1976		23374	615	10	631	23368	10	1223	0	906	21228	5.2	20	1.6	1.4
World +	5001	Milk - Excluding Butter +	2948	1976		427411	34109	-4029	34932	422559	94203		151	18564	309649	75.9	114	6.8	6.2
World +	5001	Fish, Seafood +	2960	1976		67914	16913	-922	17246	66659	17858	103		775	47927	11.8	23	3.5	0.9
World +	5001	Freshwater Fish	2761	1976		7081	266	1	225	7123	5	15		147	6956	1.7	3	0.5	0.1
World +	5001	Demersal Fish	2762	1976		19600	2397	-45	4535	17417	1755	6		54	15602	3.8	7	1.1	0.3
World +	5001	Pelagic Fish	2763	1976		27072	11358	-844	10272	27313	15561	41		95	11617	2.8	8	1.0	0.3
World +	5001	Marine Fish, Other	2764	1976		6836	937	-6	634	7134	509	2		330	6296	1.5	3	0.5	0.1
World +	5001	Crustaceans	2765	1976		2473	1004	-20	865	2592	1	0	0	2	2589	0.6	1	0.2	0.0
World +	5001	Cephalopods	2766	1976		1217	286	-6	236	1261	2	30		10	1219	0.3	1	0.1	0.0
World +	5001	Molluscs, Other	2767	1976		3636	663	-1	479	3819	24	10		137	3647	0.9	0	0.1	0.0
World +	5001	Aquatic Products, Other +	2961	1976		2756	381	1	95	3043	181	0		1419	1442	0.4	0	0.0	0.0
World +	5001	Meat, Aquatic Mammals	2768	1976		0			0	0				0	0	0.0	0	0.0	0.0
World +	5001	Aquatic Animals, Others	2769	1976		120	126	1	14	233		0		21	212	0.1	0	0.0	0.0
World +	5001	Aquatic Plants	2775	1976		2635	255	0	81	2809	181			1398	1230	0.3	0	0.0	0.0
World +	5001	Miscellaneous +	2928	1976													0	0.0	0.0
