countries	countries (codes)	item	item (codes)	year	Total Population - Both sexes (1000)	Production (1000 tonnes)	Import Quantity (1000 tonnes)	Stock Variation (1000 tonnes)	Export Quantity (1000 tonnes)	Domestic supply quantity (1000 tonnes)	Feed (1000 tonnes)	Seed (1000 tonnes)	Processing (1000 tonnes)	Other Util (1000 tonnes)	Food (1000 tonnes)	Food supply quantity (kg/capita/yr)	Food supply (kcal/capita/day)	Protein supply quantity (g/capita/day)	Fat supply quantity (g/capita/day)	
United States of America	231	Oilcrops +	2913	1981		63869	641	-1934	23778	38797	1174	2062	32750	1415	1404	6.1	80	3.4	6.9
United States of America	231	Soyabeans	2555	1981		54436	8	-1600	21860	30985	43	1769	27774	1399	0	0.0	0	0.0	0.0
United States of America	231	Groundnuts (Shelled Eq)	2556	1981		1264	129	-109	154	1131		53	142		936	4.0	67	3.1	5.8
United States of America	231	Sunflowerseed	2557	1981		2035	36	590	1705	957	65	23	780		89	0.4	3	0.1	0.3
United States of America	231	Rape and Mustardseed	2558	1981		12	35	0	2	45		0	0	3	43	0.2	2	0.1	0.1
United States of America	231	Cottonseed	2559	1981		5803	0	-816	25	4962	1066	198	3698						
United States of America	231	Coconuts - Incl Copra	2560	1981			215	0	0	215			0	7	208	0.9	3	0.0	0.3
United States of America	231	Sesameseed	2561	1981		0	38		0	38				2	36	0.2	2	0.1	0.2
United States of America	231	Palmkernels	2562	1981			0		0	0									
United States of America	231	Olives	2563	1981		41	56		2	95			2	4	89	0.4	1	0.0	0.1
United States of America	231	Oilcrops, Other	2570	1981		277	121	0	29	369		18	355	0	3	0.0	0	0.0	0.0
United States of America	231	Vegetable Oils +	2914	1981		6628	786	-72	1634	5708			0	912	4820	20.8	486	0.2	54.9
United States of America	231	Soyabean Oil	2571	1981		5112	10	-154	880	4088				261	3828	16.5	384	0.2	43.4
United States of America	231	Groundnut Oil	2572	1981		63	0	16	20	59				5	54	0.2	6	0.0	0.6
United States of America	231	Sunflowerseed Oil	2573	1981		298	0	-2	257	39				8	31	0.1	3	0.0	0.4
United States of America	231	Rape and Mustard Oil	2574	1981		0	8	0	0	8			0	8	0	0.0	0	0.0	0.0
United States of America	231	Cottonseed Oil	2575	1981		542	0	52	314	280				27	252	1.1	26	0.0	2.9
United States of America	231	Palmkernel Oil	2576	1981			70	0	0	70			0	21	49	0.2	5	0.0	0.6
United States of America	231	Palm Oil	2577	1981			122	15	0	138				6	132	0.6	13	0.0	1.5
United States of America	231	Coconut Oil	2578	1981			454	0	17	437			0	286	151	0.7	15	0.0	1.7
United States of America	231	Sesameseed Oil	2579	1981			2		0	2				2					
United States of America	231	Olive Oil	2580	1981		0	28	0	0	28					28	0.1	3		0.3
United States of America	231	Ricebran Oil	2581	1981															
United States of America	231	Maize Germ Oil	2582	1981		392	0	0	83	309				26	283	1.2	29	0.0	3.3
United States of America	231	Oilcrops Oil, Other	2586	1981		221	92	0	62	250			0	262	13	0.1	1	0.0	0.1
United States of America	231	Vegetables +	2918	1981		24831	1476		1190	25117	104		9	1399	23610	102.0	61	3.0	0.6
United States of America	231	Tomatoes	2601	1981		6364	408		169	6603				330	6273	27.1	13	0.6	0.2
United States of America	231	Onions	2602	1981		1596	61		192	1466				83	1383	6.0	5	0.2	0.0
United States of America	231	Vegetables, Other	2605	1981		16871	1006		829	17048	104		8	986	15954	68.9	43	2.2	0.4
United States of America	231	Fruits - Excluding Wine +	2919	1981		25849	6876	0	4587	28137			2288	1088	24770	107.0	106	1.2	0.6
United States of America	231	Oranges, Mandarines	2611	1981		10078	2622		1184	11516			0	220	11297	48.8	33	0.6	0.1
United States of America	231	Lemons, Limes	2612	1981		1122	821		959	984			0	57	927	4.0	2	0.0	0.0
United States of America	231	Grapefruit	2613	1981		2503	4	0	903	1605			0	125	1479	6.4	3	0.0	0.0
United States of America	231	Citrus, Other	2614	1981		0	0		9						0	0.0	0	0.0	0.0
United States of America	231	Bananas	2615	1981		3	2534		217	2320				127	2193	9.5	16	0.2	0.1
United States of America	231	Plantains	2616	1981			0			0					0	0.0	0	0.0	0.0
United States of America	231	Apples	2617	1981		3511	77		308	3279			0	179	3100	13.4	18	0.0	0.1
United States of America	231	Pineapples	2618	1981		577	497	0	39	1035				32	1003	4.3	5	0.0	0.0
United States of America	231	Dates	2619	1981		20	3		6	17				1	15	0.1	0	0.0	0.0
United States of America	231	Grapes	2620	1981		4044	59		354	3750			2288	124	1338	5.8	10	0.1	0.0
United States of America	231	Fruits, Other	2625	1981		3991	259	0	609	3641			0	223	3418	14.8	19	0.2	0.3
United States of America	231	Stimulants +	2922	1981		1	1658	11	125	1545			0		1545	6.7	12	1.2	0.4
United States of America	231	Coffee	2630	1981		1	1084	55	90	1050			0		1050	4.5	6	0.8	
United States of America	231	Cocoa Beans	2633	1981			487	-40	32	414					414	1.8	6	0.4	0.4
United States of America	231	Tea	2635	1981			87	-4	2	81					81	0.3	0	0.1	
United States of America	231	Spices +	2923	1981		36	80	0	8	108					108	0.5	4	0.2	0.2
United States of America	231	Pepper	2640	1981			31		1	30					30	0.1	1	0.0	0.0
United States of America	231	Pimento	2641	1981		36	11		0	47					47	0.2	2	0.1	0.1
United States of America	231	Cloves	2642	1981			1		0	1					1	0.0	0	0.0	0.0
United States of America	231	Spices, Other	2645	1981		0	37	0	6	31					31	0.1	1	0.0	0.1
United States of America	231	Alcoholic Beverages +	2924	1981		26307	1365	130	148	27655				793	26852	116.0	184	0.8	
United States of America	231	Wine	2655	1981		1630	426	130	39	2147				210	1936	8.4	16	0.0	
United States of America	231	Beer	2656	1981		22880	614		78	23416					23416	101.1	116	0.8	
United States of America	231	Beverages, Fermented	2657	1981			15		4	10					0	0.0	0	0.0	
United States of America	231	Beverages, Alcoholic	2658	1981		1215	310		26	1499					1499	6.5	52		
United States of America	231	Alcohol, Non-Food	2659	1981		582	0		0	582				582					
United States of America	231	Meat +	2943	1981		24883	1125	46	666	25387	12		3	156	25216	108.9	391	36.1	26.2
United States of America	231	Bovine Meat	2731	1981		10353	861	32	116	11130			0	17	11114	48.0	138	17.0	7.3
United States of America	231	Mutton & Goat Meat	2732	1981		153	14	-1	1	166	0				166	0.7	5	0.3	0.4
United States of America	231	Pigmeat	2733	1981		7201	235	39	107	7367				66	7301	31.5	136	8.3	11.1
United States of America	231	Poultry Meat	2734	1981		6901	0	-24	393	6485			3	73	6408	27.7	109	10.0	7.3
United States of America	231	Meat, Other	2735	1981		275	14	0	50	239	12				227	1.0	3	0.5	0.1
United States of America	231	Offals +	2945	1981		1201	4	0	213	992	600			0	392	1.7	5	0.9	0.1
United States of America	231	Animal Fats +	2946	1981		5857	20	-18	2119	3741	750		0	1485	1507	6.5	121	0.1	13.6
United States of America	231	Butter, Ghee	2740	1981		557	1	-56	54	448				6	442	1.9	37	0.0	4.2
United States of America	231	Cream	2743	1981		4	0		0	4					4	0.0	0	0.0	0.0
United States of America	231	Fats, Animals, Raw	2737	1981		5213	10	8	1956	3275	750		0	1463	1061	4.6	84	0.0	9.4
United States of America	231	Fish, Body Oil	2781	1981		84	8	30	108	14	0			14	0	0.0	0	0.0	0.0
United States of America	231	Fish, Liver Oil	2782	1981		0	2	0	0	2				2	0	0.0	0	0.0	0.0
United States of America	231	Eggs +	2949	1981		4139	5	1	141	4004		359		95	3550	15.3	58	4.5	4.1
United States of America	231	Milk - Excluding Butter +	2948	1981		60223	3034	-2865	1626	58766	933		0	2169	55620	240.2	360	21.5	19.6
United States of America	231	Fish, Seafood +	2960	1981		3880	1956	-3	723	5110	1093	50		0	3968	17.1	29	3.9	1.3
United States of America	231	Freshwater Fish	2761	1981		463	36	0	164	335	0	15			320	1.4	3	0.5	0.1
United States of America	231	Demersal Fish	2762	1981		543	770	0	252	1060	0	0		0	1060	4.6	11	1.3	0.6
United States of America	231	Pelagic Fish	2763	1981		1434	666	0	227	1874	1093	20		0	761	3.3	9	1.1	0.5
United States of America	231	Marine Fish, Other	2764	1981		62				62				0	62	0.3	0	0.1	0.0
United States of America	231	Crustaceans	2765	1981		401	237	0	69	570		0		0	570	2.5	3	0.6	0.0
United States of America	231	Cephalopods	2766	1981		25	0	-3	12	10		0		0	10	0.0	0	0.0	0.0
United States of America	231	Molluscs, Other	2767	1981		952	247		0	1199		15		0	1184	5.1	2	0.3	0.0
United States of America	231	Aquatic Products, Other +	2961	1981		50	0		0	49				49	0	0.0	0	0.0	0.0
United States of America	231	Meat, Aquatic Mammals	2768	1981															
United States of America	231	Aquatic Animals, Others	2769	1981		1	0		0	1				1	0	0.0	0	0.0	0.0
United States of America	231	Aquatic Plants	2775	1981		49	0		0	49				49	0	0.0	0	0.0	0.0
United States of America	231	Miscellaneous +	2928	1981													0	0.0	0.0
