countries	countries (codes)	item	item (codes)	year	Total Population - Both sexes (1000)	Production (1000 tonnes)	Import Quantity (1000 tonnes)	Stock Variation (1000 tonnes)	Export Quantity (1000 tonnes)	Domestic supply quantity (1000 tonnes)	Feed (1000 tonnes)	Seed (1000 tonnes)	Processing (1000 tonnes)	Other Util (1000 tonnes)	Food (1000 tonnes)	Food supply quantity (kg/capita/yr)	Food supply (kcal/capita/day)	Protein supply quantity (g/capita/day)	Fat supply quantity (g/capita/day)	
United States of America	231	Oilcrops Oil, Other	2586	1979		251	94	0	45	300			0	319	8	0.0	1	0.0	0.1
United States of America	231	Vegetables +	2918	1979		26524	1449		1003	26971	101		8	1483	25384	111.6	68	3.3	0.6
United States of America	231	Tomatoes	2601	1979		7706	420		216	7909				401	7507	33.0	16	0.7	0.2
United States of America	231	Onions	2602	1979		1757	72		71	1757				91	1665	7.3	6	0.2	0.0
United States of America	231	Vegetables, Other	2605	1979		17062	958		715	17305	101		8	990	16212	71.3	46	2.3	0.4
United States of America	231	Fruits - Excluding Wine +	2919	1979		24806	5422	0	3025	27203			2461	1125	23626	103.9	108	1.2	0.6
United States of America	231	Oranges, Mandarines	2611	1979		8889	1934		931	9892			0	197	9695	42.6	32	0.5	0.1
United States of America	231	Lemons, Limes	2612	1979		702	76		240	538			0	36	502	2.2	1	0.0	0.0
United States of America	231	Grapefruit	2613	1979		2501	30	0	595	1936			0	125	1811	8.0	4	0.1	0.0
United States of America	231	Citrus, Other	2614	1979		0	0		10						0	0.0	0	0.0	0.0
United States of America	231	Bananas	2615	1979		3	2410		197	2215				121	2094	9.2	15	0.2	0.1
United States of America	231	Plantains	2616	1979			0			0					0	0.0	0	0.0	0.0
United States of America	231	Apples	2617	1979		3686	75		214	3547			0	188	3359	14.8	19	0.0	0.1
United States of America	231	Pineapples	2618	1979		618	499	0	30	1087				34	1053	4.6	5	0.0	0.0
United States of America	231	Dates	2619	1979		19	21		6	34				2	32	0.1	1	0.0	0.0
United States of America	231	Grapes	2620	1979		4526	102		309	4319			2461	209	1649	7.3	12	0.1	0.0
United States of America	231	Fruits, Other	2625	1979		3862	274	0	492	3644			0	214	3431	15.1	19	0.3	0.2
United States of America	231	Stimulants +	2922	1979		1	1755	-1	134	1621			0		1621	7.1	12	1.3	0.4
United States of America	231	Coffee	2630	1979		1	1284	-10	105	1170			0		1170	5.1	6	0.9	
United States of America	231	Cocoa Beans	2633	1979			392	11	27	376					376	1.7	5	0.3	0.4
United States of America	231	Tea	2635	1979			79	-2	2	75					75	0.3	0	0.1	
United States of America	231	Spices +	2923	1979		27	77	1	9	96					96	0.4	4	0.1	0.1
United States of America	231	Pepper	2640	1979			27		1	26					26	0.1	1	0.0	0.0
United States of America	231	Pimento	2641	1979		27	11		0	38					38	0.2	1	0.1	0.1
United States of America	231	Cloves	2642	1979			1		0	1					1	0.0	0	0.0	0.0
United States of America	231	Spices, Other	2645	1979		0	37	1	8	30					30	0.1	1	0.0	0.1
United States of America	231	Alcoholic Beverages +	2924	1979		24707	1193	40	121	25819				509	25297	111.3	179	0.8	
United States of America	231	Wine	2655	1979		1605	340	40	20	1965				223	1742	7.7	14	0.0	
United States of America	231	Beer	2656	1979		21612	523		75	22060					22060	97.0	112	0.8	
United States of America	231	Beverages, Fermented	2657	1979			15		3	12					0	0.0	0	0.0	
United States of America	231	Beverages, Alcoholic	2658	1979		1204	316		24	1496					1496	6.6	53		
United States of America	231	Alcohol, Non-Food	2659	1979		286	0		0	286				286					
United States of America	231	Meat +	2943	1979		23637	1369	-37	477	24491	22		4	170	24296	106.9	381	35.3	25.5
United States of America	231	Bovine Meat	2731	1979		9925	1126	24	80	10995			0	23	10972	48.3	139	17.1	7.3
United States of America	231	Mutton & Goat Meat	2732	1979		133	20	1	1	153	0				152	0.7	5	0.2	0.4
United States of America	231	Pigmeat	2733	1979		7008	212	-18	102	7099				72	7028	30.9	132	8.1	10.8
United States of America	231	Poultry Meat	2734	1979		6265	0	-44	235	5986			4	75	5907	26.0	102	9.4	6.9
United States of America	231	Meat, Other	2735	1979		306	11	0	59	258	22				236	1.0	3	0.5	0.1
United States of America	231	Offals +	2945	1979		1164	4	0	173	996	582			0	414	1.8	5	0.9	0.1
United States of America	231	Animal Fats +	2946	1979		5616	15	-6	1757	3867	703		7	1695	1463	6.4	118	0.1	13.3
United States of America	231	Butter, Ghee	2740	1979		447	1	13	0	460				1	459	2.0	40	0.0	4.5
United States of America	231	Cream	2743	1979		4	0		0	4					4	0.0	0	0.0	0.0
United States of America	231	Fats, Animals, Raw	2737	1979		5043	6	-9	1667	3374	703		7	1664	1000	4.4	78	0.0	8.8
United States of America	231	Fish, Body Oil	2781	1979		122	7	-10	90	28	0			28	0	0.0	0	0.0	0.0
United States of America	231	Fish, Liver Oil	2782	1979		0	2	0	0	2				2	0	0.0	0	0.0	0.0
United States of America	231	Eggs +	2949	1979		4083	7	1	49	4042		352		95	3595	15.8	60	4.6	4.2
United States of America	231	Milk - Excluding Butter +	2948	1979		55951	3183	269	900	58503	1024		0	2331	55150	242.6	365	21.8	19.6
United States of America	231	Fish, Seafood +	2960	1979		3552	2077	0	450	5179	1533	57		0	3589	15.8	29	3.7	1.4
United States of America	231	Freshwater Fish	2761	1979		350	49	0	115	284	0	20			264	1.2	3	0.4	0.1
United States of America	231	Demersal Fish	2762	1979		392	794	0	151	1035	0	0		0	1035	4.6	12	1.4	0.7
United States of America	231	Pelagic Fish	2763	1979		1616	773	0	62	2328	1533	25		0	770	3.4	9	1.1	0.5
United States of America	231	Marine Fish, Other	2764	1979		62				62				0	62	0.3	0	0.1	0.0
United States of America	231	Crustaceans	2765	1979		407	232	0	118	521		0		0	521	2.3	3	0.5	0.0
United States of America	231	Cephalopods	2766	1979		22	0	0	5	17		0		0	17	0.1	0	0.0	0.0
United States of America	231	Molluscs, Other	2767	1979		702	229		0	932		12		0	920	4.0	2	0.2	0.0
United States of America	231	Aquatic Products, Other +	2961	1979		169	0		0	169				169	0	0.0	0	0.0	0.0
United States of America	231	Meat, Aquatic Mammals	2768	1979															
United States of America	231	Aquatic Animals, Others	2769	1979		8	0		0	8				8	0	0.0	0	0.0	0.0
United States of America	231	Aquatic Plants	2775	1979		161	0		0	161				161	0	0.0	0	0.0	0.0
United States of America	231	Miscellaneous +	2928	1979													0	0.0	0.0
