countries	countries (codes)	item	item (codes)	year	Total Population - Both sexes (1000)	Production (1000 tonnes)	Import Quantity (1000 tonnes)	Stock Variation (1000 tonnes)	Export Quantity (1000 tonnes)	Domestic supply quantity (1000 tonnes)	Feed (1000 tonnes)	Seed (1000 tonnes)	Processing (1000 tonnes)	Other Util (1000 tonnes)	Food (1000 tonnes)	Food supply quantity (kg/capita/yr)	Food supply (kcal/capita/day)	Protein supply quantity (g/capita/day)	Fat supply quantity (g/capita/day)	
World +	5001	Population	2501	1985	4782720														
World +	5001	Grand Total +	2901	1985													2592	69.5	63.9
World +	5001	Vegetal Products +	2903	1985													2187	45.1	34.0
World +	5001	Animal Products +	2941	1985													405	24.4	29.9
World +	5001	Cereals - Excluding Beer +	2905	1985		1643310	224139	-77775	232290	1557390	618424	72926	54855	95887	715601	149.6	1309	32.7	5.9
World +	5001	Wheat	2511	1985		491171	103405	-2373	107352	484851	96663	33033	2963	28844	323366	67.6	538	16.7	2.4
World +	5001	Rice (Milled Equivalent)	2805	1985		311880	11329	-4921	11537	306752	14934	12266	1839	18488	259243	54.2	547	10.2	1.6
World +	5001	Barley	2513	1985		170335	22092	-1193	25662	165573	123638	11430	17645	5566	7514	1.6	11	0.3	0.0
World +	5001	Maize	2514	1985		474919	71023	-62153	70394	413394	278535	6884	28876	32827	66288	13.9	114	2.8	1.0
World +	5001	Rye	2515	1985		31968	1054	157	1170	32009	17339	2647	1122	2133	8769	1.8	13	0.3	0.0
World +	5001	Oats	2516	1985		47172	1596	-740	1735	46293	36186	4328	333	2553	2893	0.6	3	0.1	0.1
World +	5001	Millet	2517	1985		27233	290	-970	217	26336	2931	690	362	1929	20423	4.3	35	0.9	0.3
World +	5001	Sorghum	2518	1985		77551	12254	-5758	13334	70713	41478	930	1638	3108	23534	4.9	41	1.2	0.4
World +	5001	Cereals, Other	2520	1985		11082	1097	176	889	11466	6721	717	78	439	3571	0.7	6	0.1	0.0
World +	5001	Starchy Roots +	2907	1985		556883	40765	2221	37337	562533	160281	36407	15154	61280	289427	60.5	139	2.0	0.3
World +	5001	Cassava	2532	1985		135654	31357	-381	28403	138227	47453	0	2415	16895	71476	14.9	39	0.3	0.1
World +	5001	Potatoes	2531	1985		278686	8780	2652	8376	281742	68467	34981	12465	33631	132203	27.6	51	1.2	0.1
World +	5001	Sweet Potatoes	2533	1985		122463	463	-99	397	122430	42802	355	273	6815	72185	15.1	41	0.4	0.1
World +	5001	Yams	2535	1985		11856	15	0	25	11846	1254	895		2963	6735	1.4	4	0.1	0.0
World +	5001	Roots, Other	2534	1985		8223	150	50	136	8286	304	176	1	976	6828	1.4	4	0.0	0.0
World +	5001	Sugarcrops +	2908	1985		1206460	182	-2766	311	1203570	26981	14528	1127120	19089	15850	3.3	3	0.0	0.0
World +	5001	Sugar Cane	2536	1985		928706	5	-2700	75	925936	17790	14528	863515	14293	15809	3.3	3	0.0	0.0
World +	5001	Sugar Beet	2537	1985		277757	176	-66	236	277631	9191		263604	4796	40	0.0	0	0.0	0.0
World +	5001	Sugar & Sweeteners +	2909	1985		124593	28680	-176	30527	122570	740	0	1111	4099	116949	24.5	236	0.1	0.0
World +	5001	Sugar, Non-Centrifugal	2541	1985		14013	7	0	12	14008	553		96	685	12674	2.6	26	0.1	0.0
World +	5001	Sugar (Raw Equivalent)	2542	1985		97114	26699	-182	28535	95096	177		289	1661	93034	19.5	190		
World +	5001	Sweeteners, Other	2543	1985		12473	1711	-11	1702	12471	9	0	713	1753	10259	2.1	19	0.0	0.0
World +	5001	Honey	2745	1985		993	263	17	278	996	0		13	0	983	0.2	2	0.0	
World +	5001	Pulses +	2911	1985		50207	3791	-175	4063	49760	13060	3868	10	2299	30550	6.4	60	3.7	0.4
World +	5001	Beans	2546	1985		15373	1182	-105	1227	15222	388	1124		784	12945	2.7	25	1.6	0.1
World +	5001	Peas	2547	1985		12360	1290	-92	1436	12122	7515	1056	10	526	3015	0.6	6	0.4	0.0
World +	5001	Pulses, Other	2549	1985		22475	1319	23	1401	22415	5156	1687	0	988	14591	3.1	29	1.8	0.2
World +	5001	Treenuts +	2912	1985		4588	1701	-72	1566	4652		0	1	202	4489	0.9	7	0.2	0.5
World +	5001	Oilcrops +	2913	1985		243995	36666	-12789	36648	231224	10570	7088	178761	9302	25546	5.3	44	2.2	3.1
World +	5001	Soyabeans	2555	1985		100979	25594	-9213	26162	91198	2148	3507	77234	2005	6304	1.3	12	1.2	0.4
World +	5001	Groundnuts (Shelled Eq)	2556	1985		14660	791	157	837	14770	3	1025	7310	580	5852	1.2	18	0.8	1.5
World +	5001	Sunflowerseed	2557	1985		18599	2165	-353	1809	18602	759	490	16203	585	565	0.1	1	0.0	0.1
World +	5001	Rape and Mustardseed	2558	1985		19461	3621	-389	3638	19055	832	332	16659	867	382	0.1	1	0.0	0.1
World +	5001	Cottonseed	2559	1985		32001	272	-566	293	31414	6339	1300	21591	2173	12	0.0	0	0.0	0.0
World +	5001	Coconuts - Incl Copra	2560	1985		34525	2121	-2047	2151	32449	26	86	19415	2385	10538	2.2	8	0.1	0.7
World +	5001	Sesameseed	2561	1985		2273	294	-171	300	2096		58	1471	71	496	0.1	2	0.1	0.1
World +	5001	Palmkernels	2562	1985		2591	99	25	81	2634	0		2557	68	8	0.0	0	0.0	0.0
World +	5001	Olives	2563	1985		9860	287	45	255	9938			8831	109	998	0.2	1	0.0	0.1
World +	5001	Oilcrops, Other	2570	1985		9046	1422	-276	1122	9070	462	290	7491	459	392	0.1	1	0.0	0.1
World +	5001	Vegetable Oils +	2914	1985		51415	16267	-921	16913	49848	56		85	9753	40088	8.4	200	0.0	22.6
World +	5001	Soyabean Oil	2571	1985		13967	3589	-35	3917	13605	10			1075	12526	2.6	62	0.0	7.0
World +	5001	Groundnut Oil	2572	1985		3059	328	-89	329	2969	0		0	11	2958	0.6	15	0.0	1.7
World +	5001	Sunflowerseed Oil	2573	1985		6508	1801	-169	1917	6223	0		0	329	5894	1.2	29	0.0	3.3
World +	5001	Rape and Mustard Oil	2574	1985		6225	1426	-117	1639	5894	46			601	5254	1.1	26	0.0	3.0
World +	5001	Cottonseed Oil	2575	1985		3455	406	-73	393	3395	0		1	667	2727	0.6	14	0.0	1.5
World +	5001	Palmkernel Oil	2576	1985		1165	581	-36	632	1078	0		0	588	490	0.1	2	0.0	0.3
World +	5001	Palm Oil	2577	1985		7457	4676	-366	5043	6724	0			2705	4111	0.9	21	0.0	2.3
World +	5001	Coconut Oil	2578	1985		2523	1158	-6	1159	2516	0			947	1574	0.3	8	0.0	0.9
World +	5001	Sesameseed Oil	2579	1985		646	10	-30	7	620	0		1	90	529	0.1	3	0.0	0.3
World +	5001	Olive Oil	2580	1985		1859	491	11	501	1859				134	1726	0.4	9	0.0	1.0
World +	5001	Ricebran Oil	2581	1985		414	5	0	3	416				149	266	0.1	1	0.0	0.1
World +	5001	Maize Germ Oil	2582	1985		1133	280	-1	292	1120			0	77	1043	0.2	5	0.0	0.6
World +	5001	Oilcrops Oil, Other	2586	1985		3004	1515	-10	1081	3429	0		108	2379	990	0.2	5	0.0	0.6
World +	5001	Vegetables +	2918	1985		396383	18580	616	19267	396312	9234	64	16	38276	348852	72.9	48	2.5	0.4
World +	5001	Tomatoes	2601	1985		64163	5158	-541	6252	62528	784		0	5602	56165	11.7	6	0.3	0.1
World +	5001	Onions	2602	1985		26705	1720	-58	1905	26461	0	14	0	2217	24231	5.1	5	0.2	0.0
