countries	countries (codes)	item	item (codes)	year	Total Population - Both sexes (1000)	Production (1000 tonnes)	Import Quantity (1000 tonnes)	Stock Variation (1000 tonnes)	Export Quantity (1000 tonnes)	Domestic supply quantity (1000 tonnes)	Feed (1000 tonnes)	Seed (1000 tonnes)	Processing (1000 tonnes)	Other Util (1000 tonnes)	Food (1000 tonnes)	Food supply quantity (kg/capita/yr)	Food supply (kcal/capita/day)	Protein supply quantity (g/capita/day)	Fat supply quantity (g/capita/day)	
United States of America	231	Olive Oil	2580	1964		1	32	0	0	33					33	0.2	4		0.5
United States of America	231	Ricebran Oil	2581	1964															
United States of America	231	Maize Germ Oil	2582	1964		187	0	0	0	187				13	174	0.9	21	0.0	2.3
United States of America	231	Oilcrops Oil, Other	2586	1964		332	68	0	40	360			0	375	21	0.1	2	0.0	0.3
United States of America	231	Vegetables +	2918	1964		18698	471		556	18612	98		0	1052	17462	88.6	59	2.8	0.6
United States of America	231	Tomatoes	2601	1964		5089	177		101	5165				260	4905	24.9	12	0.5	0.1
United States of America	231	Onions	2602	1964		1147	19		39	1127				58	1069	5.4	5	0.2	0.0
United States of America	231	Vegetables, Other	2605	1964		12461	274		416	12320	98		0	733	11488	58.3	43	2.1	0.4
United States of America	231	Fruits - Excluding Wine +	2919	1964		16388	2152	-4	1690	16846			1125	1400	14321	72.7	79	0.9	0.4
United States of America	231	Oranges, Mandarines	2611	1964		3744	137		360	3522			0	82	3439	17.5	12	0.2	0.0
United States of America	231	Lemons, Limes	2612	1964		673	66		119	620			0	34	587	3.0	1	0.0	0.0
United States of America	231	Grapefruit	2613	1964		1249	1	0	125	1126			0	63	1063	5.4	2	0.0	0.0
United States of America	231	Citrus, Other	2614	1964		0	2		0	2					2	0.0	0	0.0	0.0
United States of America	231	Bananas	2615	1964		4	1448		63	1390				73	1317	6.7	11	0.1	0.1
United States of America	231	Plantains	2616	1964			0			0					0	0.0	0	0.0	0.0
United States of America	231	Apples	2617	1964		2866	28		114	2779			0	145	2635	13.4	18	0.0	0.1
United States of America	231	Pineapples	2618	1964		776	245	-4	115	902				39	863	4.4	4	0.0	0.0
United States of America	231	Dates	2619	1964		22	16		3	35				2	33	0.2	1	0.0	0.0
United States of America	231	Grapes	2620	1964		3155	25		296	2884			1125	744	1015	5.1	9	0.1	0.0
United States of America	231	Fruits, Other	2625	1964		3898	184	0	495	3587			0	219	3368	17.1	21	0.3	0.2
United States of America	231	Stimulants +	2922	1964		4	1829	16	80	1770			0		1770	9.0	15	1.7	0.5
United States of America	231	Coffee	2630	1964		4	1380	15	61	1338			0		1338	6.8	8	1.2	
United States of America	231	Cocoa Beans	2633	1964			389	3	19	373					373	1.9	6	0.4	0.5
United States of America	231	Tea	2635	1964			61	-2	0	59					59	0.3	0	0.1	
United States of America	231	Spices +	2923	1964		6	53	0	2	57					57	0.3	3	0.1	0.1
United States of America	231	Pepper	2640	1964			22		0	21					21	0.1	1	0.0	0.0
United States of America	231	Pimento	2641	1964		6	10		0	16					16	0.1	1	0.0	0.0
United States of America	231	Cloves	2642	1964			1		0	1					1	0.0	0	0.0	0.0
United States of America	231	Spices, Other	2645	1964		0	20	0	1	19					19	0.1	1	0.0	0.0
United States of America	231	Alcoholic Beverages +	2924	1964		13986	277	-70	12	14181				188	13990	71.0	114	0.5	
United States of America	231	Wine	2655	1964		730	59	-70	1	719				88	631	3.2	6	0.0	
United States of America	231	Beer	2656	1964		12426	79		3	12501					12501	63.4	73	0.5	
United States of America	231	Beverages, Fermented	2657	1964			3		0	3					0	0.0	0	0.0	
United States of America	231	Beverages, Alcoholic	2658	1964		729	136		7	858					858	4.4	35		
United States of America	231	Alcohol, Non-Food	2659	1964		100	0		0	100				100					
United States of America	231	Meat +	2943	1964		18546	645	-20	212	18959	15		0	24	18920	96.0	359	33.2	24.0
United States of America	231	Bovine Meat	2731	1964		8831	490	-19	38	9264			0	0	9264	47.0	143	17.7	7.6
United States of America	231	Mutton & Goat Meat	2732	1964		324	20	2	1	346	0				346	1.8	12	0.6	1.0
United States of America	231	Pigmeat	2733	1964		5676	123	-6	63	5729				0	5729	29.1	133	8.1	10.9
United States of America	231	Poultry Meat	2734	1964		3491	0	2	106	3387			0	24	3363	17.1	67	6.2	4.5
United States of America	231	Meat, Other	2735	1964		224	12	0	4	232	15				217	1.1	3	0.5	0.1
United States of America	231	Offals +	2945	1964		1007	1	0	104	904	513			0	391	2.0	6	1.0	0.2
United States of America	231	Animal Fats +	2946	1964		5341	42	19	1929	3473	476		24	896	2077	10.5	183	0.2	20.5
United States of America	231	Butter, Ghee	2740	1964		666	0	25	71	620				2	618	3.1	62	0.1	7.0
United States of America	231	Cream	2743	1964		183	0		0	183					183	0.9	5	0.1	0.5
United States of America	231	Fats, Animals, Raw	2737	1964		4411	7	-6	1787	2624	475		24	849	1276	6.5	117	0.0	13.0
United States of America	231	Fish, Body Oil	2781	1964		82	32	0	71	42	1			42	0	0.0	0	0.0	0.0
United States of America	231	Fish, Liver Oil	2782	1964		0	3	0	0	3				3	0	0.0	0	0.0	0.0
United States of America	231	Eggs +	2949	1964		3862	2	-2	13	3849		221		107	3521	17.9	68	5.2	4.8
United States of America	231	Milk - Excluding Butter +	2948	1964		57591	2158	1777	7128	54399	1158		0	2182	50967	258.6	379	22.8	18.8
United States of America	231	Fish, Seafood +	2960	1964		2521	2102	0	76	4547	2010	26		2	2509	12.7	19	2.9	0.7
United States of America	231	Freshwater Fish	2761	1964		267	37	0	26	278	8	5			265	1.3	4	0.5	0.2
United States of America	231	Demersal Fish	2762	1964		374	251	0	5	620	0	1		0	619	3.1	4	0.7	0.1
United States of America	231	Pelagic Fish	2763	1964		982	1523	0	12	2494	2003	17		0	475	2.4	7	0.8	0.4
United States of America	231	Marine Fish, Other	2764	1964		123				123				0	123	0.6	1	0.2	0.0
United States of America	231	Crustaceans	2765	1964		236	191	0	13	414		0		0	414	2.1	3	0.6	0.0
United States of America	231	Cephalopods	2766	1964		9	0	0	4	5		3		0	2	0.0	0	0.0	0.0
United States of America	231	Molluscs, Other	2767	1964		530	100		17	614		0		2	612	3.1	1	0.2	0.0
United States of America	231	Aquatic Products, Other +	2961	1964		119	1		0	120				120	0	0.0	0	0.0	0.0
United States of America	231	Meat, Aquatic Mammals	2768	1964															
United States of America	231	Aquatic Animals, Others	2769	1964		1	1		0	3				3	0	0.0	0	0.0	0.0
United States of America	231	Aquatic Plants	2775	1964		118	0		0	118				118	0	0.0	0	0.0	0.0
United States of America	231	Miscellaneous +	2928	1964													0	0.0	0.0
