countries	countries (codes)	item	item (codes)	year	Total Population - Both sexes (1000)	Production (1000 tonnes)	Import Quantity (1000 tonnes)	Stock Variation (1000 tonnes)	Export Quantity (1000 tonnes)	Domestic supply quantity (1000 tonnes)	Feed (1000 tonnes)	Seed (1000 tonnes)	Processing (1000 tonnes)	Other Util (1000 tonnes)	Food (1000 tonnes)	Food supply quantity (kg/capita/yr)	Food supply (kcal/capita/day)	Protein supply quantity (g/capita/day)	Fat supply quantity (g/capita/day)	
World +	5001	Spices, Other	2645	1968		561	135	-7	115	575		0		8	567	0.2	1	0.0	0.0
World +	5001	Alcoholic Beverages +	2924	1968		110189	4108	-390	4097	109809			1745	4788	103284	29.6	60	0.2	0.0
World +	5001	Wine	2655	1968		27481	2492	-365	2459	27149			1745	791	24625	7.1	13	0.0	
World +	5001	Beer	2656	1968		57813	941	-47	981	57726				143	57582	16.5	20	0.2	
World +	5001	Beverages, Fermented	2657	1968		12218	18	10	26	12220				431	11786	3.4	5	0.0	0.0
World +	5001	Beverages, Alcoholic	2658	1968		10321	565	12	576	10322				1030	9291	2.7	21	0.0	
World +	5001	Alcohol, Non-Food	2659	1968		2356	91	1	55	2392				2392	0	0.0			
World +	5001	Meat +	2943	1968		93666	5327	64	5512	93545	42		23	739	92769	26.6	134	9.2	10.4
World +	5001	Bovine Meat	2731	1968		37812	2376	17	2581	37625			2	257	37366	10.7	46	4.1	3.1
World +	5001	Mutton & Goat Meat	2732	1968		6450	658	-34	630	6444	0			125	6319	1.8	10	0.7	0.8
World +	5001	Pigmeat	2733	1968		33838	1578	15	1575	33856			2	286	33569	9.6	61	2.7	5.5
World +	5001	Poultry Meat	2734	1968		12597	412	58	436	12631	0		19	63	12549	3.6	14	1.3	0.9
World +	5001	Meat, Other	2735	1968		2968	302	9	290	2989	42		1	9	2965	0.8	3	0.4	0.1
World +	5001	Offals +	2945	1968		7784	315	2	340	7760	674		0	1021	6071	1.7	5	0.9	0.2
World +	5001	Animal Fats +	2946	1968		21709	4148	90	4392	21555	1446		187	6024	13920	4.0	72	0.1	8.1
World +	5001	Butter, Ghee	2740	1968		5998	706	-117	778	5809	5			25	5789	1.7	33	0.0	3.8
World +	5001	Cream	2743	1968		1645	3	0	5	1642			15	20	1607	0.5	2	0.0	0.2
World +	5001	Fats, Animals, Raw	2737	1968		12758	2586	144	2795	12695	765		172	5375	6394	1.8	36	0.0	4.0
World +	5001	Fish, Body Oil	2781	1968		1253	836	59	788	1360	655		0	599	106	0.0	1	0.0	0.1
World +	5001	Fish, Liver Oil	2782	1968		55	17	4	26	49	21			5	23	0.0	0	0.0	0.0
World +	5001	Eggs +	2949	1968		18491	421	11	489	18435	3	871	2	672	16908	4.8	19	1.5	1.3
World +	5001	Milk - Excluding Butter +	2948	1968		385449	23448	-702	25365	382830	100862		98	16192	265569	76.1	117	6.8	6.3
World +	5001	Fish, Seafood +	2960	1968		59831	20123	1082	23235	57800	19333	125	0	824	37518	10.7	20	3.2	0.7
World +	5001	Freshwater Fish	2761	1968		6123	309	15	333	6114	35	5		45	6029	1.7	4	0.6	0.1
World +	5001	Demersal Fish	2762	1968		15453	2138	-31	3370	14191	1545	1		305	12339	3.5	5	0.9	0.1
World +	5001	Pelagic Fish	2763	1968		27481	16499	1098	18611	26467	17159	77	0	122	9108	2.6	7	1.0	0.3
World +	5001	Marine Fish, Other	2764	1968		5165	260	0	114	5312	310	7	0	286	4709	1.3	3	0.5	0.1
World +	5001	Crustaceans	2765	1968		1863	480	0	440	1902	24	0	0	3	1875	0.5	1	0.1	0.0
World +	5001	Cephalopods	2766	1968		1249	85	-1	52	1280	3	34		0	1243	0.4	1	0.1	0.0
World +	5001	Molluscs, Other	2767	1968		2497	353	0	315	2535	258	1		62	2215	0.6	0	0.0	0.0
World +	5001	Aquatic Products, Other +	2961	1968		1909	109	0	129	1888	168	0		939	781	0.2	0	0.0	0.0
World +	5001	Meat, Aquatic Mammals	2768	1968		6			6	0				0	0	0.0	0	0.0	0.0
World +	5001	Aquatic Animals, Others	2769	1968		80	48	0	1	126		0		11	116	0.0	0	0.0	0.0
World +	5001	Aquatic Plants	2775	1968		1823	61	0	122	1762	168			929	665	0.2	0	0.0	0.0
World +	5001	Miscellaneous +	2928	1968													0	0.0	0.0
