countries	countries (codes)	item	item (codes)	year	Total Population - Both sexes (1000)	Production (1000 tonnes)	Import Quantity (1000 tonnes)	Stock Variation (1000 tonnes)	Export Quantity (1000 tonnes)	Domestic supply quantity (1000 tonnes)	Feed (1000 tonnes)	Seed (1000 tonnes)	Processing (1000 tonnes)	Other Util (1000 tonnes)	Food (1000 tonnes)	Food supply quantity (kg/capita/yr)	Food supply (kcal/capita/day)	Protein supply quantity (g/capita/day)	Fat supply quantity (g/capita/day)	
World +	5001	Population	2501	1963	3157080														
World +	5001	Grand Total +	2901	1963													2243	62.5	49.9
World +	5001	Vegetal Products +	2903	1963													1893	42.1	24.2
World +	5001	Animal Products +	2941	1963													350	20.4	25.7
World +	5001	Cereals - Excluding Beer +	2905	1963		851762	91020	-2053	93271	847459	304985	62520	19400	44900	415575	131.6	1112	28.2	5.2
World +	5001	Wheat	2511	1963		226755	49732	6708	49745	233449	22806	26741	856	11469	171598	54.4	408	12.7	1.7
World +	5001	Rice (Milled Equivalent)	2805	1963		164475	7147	-5362	7812	158448	5541	9179	1269	8914	133578	42.3	426	8.0	1.2
World +	5001	Barley	2513	1963		88691	6333	-1960	6694	86371	53965	8447	9588	2821	11550	3.7	25	0.7	0.1
World +	5001	Maize	2514	1963		214084	20779	-3722	21694	209447	146831	6305	5888	15323	35100	11.1	93	2.3	0.8
World +	5001	Rye	2515	1963		30329	1564	2465	1583	32776	10477	4906	600	1428	15366	4.9	35	0.9	0.1
World +	5001	Oats	2516	1963		46172	1343	495	1383	46627	38874	4214	142	817	2580	0.8	5	0.2	0.1
World +	5001	Millet	2517	1963		24998	188	-618	268	24301	1788	860	278	1626	19750	6.3	51	1.4	0.5
World +	5001	Sorghum	2518	1963		45869	3413	-94	3935	45252	18835	955	742	2187	22533	7.1	60	1.7	0.6
World +	5001	Cereals, Other	2520	1963		10388	521	36	158	10787	5870	913	36	314	3520	1.1	9	0.2	0.0
World +	5001	Starchy Roots +	2907	1963		459134	6403	-3587	5357	456593	113080	46226	7977	49601	239710	75.9	174	2.5	0.4
World +	5001	Cassava	2532	1963		77825	2156	-1278	1338	77365	19993	0	92	9567	47712	15.1	40	0.3	0.1
World +	5001	Potatoes	2531	1963		266803	3963	-1947	3838	264980	75764	44752	7137	30138	107190	34.0	62	1.5	0.1
World +	5001	Sweet Potatoes	2533	1963		97630	30	-307	6	97347	15698	793	747	5530	74580	23.6	63	0.6	0.2
World +	5001	Yams	2535	1963		9185	0	0	3	9182	1060	532		2584	5006	1.6	4	0.1	0.0
World +	5001	Roots, Other	2534	1963		7691	254	-54	172	7719	565	149	1	1782	5222	1.7	4	0.1	0.0
World +	5001	Sugarcrops +	2908	1963		589710	400	-2000	594	587516	27854	8454	529634	14198	7343	2.3	2	0.0	0.0
World +	5001	Sugar Cane	2536	1963		427471	0	-2000	108	425362	25330	8454	372676	11572	7298	2.3	2	0.0	0.0
World +	5001	Sugar Beet	2537	1963		162239	400	0	486	162153	2524		156959	2626	45	0.0	0	0.0	0.0
World +	5001	Sugar & Sweeteners +	2909	1963		64744	17350	402	17785	64712	415	0	1100	1375	61835	19.6	191	0.1	0.0
World +	5001	Sugar, Non-Centrifugal	2541	1963		9839	11	3	11	9842	337		47	384	9074	2.9	28	0.1	0.0
World +	5001	Sugar (Raw Equivalent)	2542	1963		50595	17103	421	17506	50613	76		414	474	49643	15.7	154		
World +	5001	Sweeteners, Other	2543	1963		3572	147	-12	176	3531	2	0	635	517	2397	0.8	7	0.0	0.0
World +	5001	Honey	2745	1963		738	90	-10	92	726	0		4	0	722	0.2	2	0.0	
World +	5001	Pulses +	2911	1963		44226	1414	525	1519	44646	9049	4447	3	1777	29367	9.3	87	5.5	0.6
World +	5001	Beans	2546	1963		11459	567	124	591	11560	188	1079		453	9839	3.1	29	1.8	0.1
World +	5001	Peas	2547	1963		11530	309	367	353	11852	4424	1396	3	498	5531	1.8	16	1.1	0.1
World +	5001	Pulses, Other	2549	1963		21236	538	34	575	21234	4437	1971	0	825	13997	4.4	42	2.6	0.4
World +	5001	Treenuts +	2912	1963		2915	845	-42	849	2869		0	1	188	2679	0.8	6	0.1	0.4
World +	5001	Oilcrops +	2913	1963		115226	16734	176	17108	115029	3460	5620	84374	4962	16606	5.3	41	2.1	2.8
World +	5001	Soyabeans	2555	1963		28200	5260	421	5222	28658	498	2224	20233	1083	4620	1.5	13	1.3	0.4
World +	5001	Groundnuts (Shelled Eq)	2556	1963		11112	1426	-144	1432	10962	10	940	6742	418	2851	0.9	14	0.6	1.1
World +	5001	Sunflowerseed	2557	1963		6355	237	706	191	7107	25	447	6024	268	343	0.1	1	0.0	0.1
World +	5001	Rape and Mustardseed	2558	1963		3666	475	244	442	3943	146	141	3299	194	163	0.1	1	0.0	0.1
World +	5001	Cottonseed	2559	1963		20433	522	-294	512	20150	2632	1345	14905	1253	0	0.0	0	0.0	0.0
World +	5001	Coconuts - Incl Copra	2560	1963		25249	6854	-315	7319	24469	22	73	15652	1167	7555	2.4	9	0.1	0.8
World +	5001	Sesameseed	2561	1963		1553	156	-3	172	1534		45	1083	43	367	0.1	2	0.1	0.2
World +	5001	Palmkernels	2562	1963		1082	663	-37	683	1025	0		927	94	3	0.0	0	0.0	0.0
World +	5001	Olives	2563	1963		9880	98	-45	101	9832			9332	43	442	0.1	1	0.0	0.1
World +	5001	Oilcrops, Other	2570	1963		7695	1045	-356	1034	7349	125	405	6176	399	262	0.1	1	0.0	0.1
World +	5001	Vegetable Oils +	2914	1963		21531	3850	-1126	3806	20450	7		20	4246	16212	5.1	123	0.0	13.9
World +	5001	Soyabean Oil	2571	1963		3553	634	-7	694	3486	1			306	3189	1.0	24	0.0	2.7
World +	5001	Groundnut Oil	2572	1963		2856	425	-70	391	2820	6		1	170	2643	0.8	20	0.0	2.3
World +	5001	Sunflowerseed Oil	2573	1963		2330	332	-66	333	2263	0		2	305	1956	0.6	15	0.0	1.7
World +	5001	Rape and Mustard Oil	2574	1963		1174	52	9	66	1169	0			161	1016	0.3	8	0.0	0.9
World +	5001	Cottonseed Oil	2575	1963		2471	281	-150	244	2359	0		2	545	1813	0.6	14	0.0	1.5
World +	5001	Palmkernel Oil	2576	1963		448	89	0	87	450	0		1	95	354	0.1	3	0.0	0.3
World +	5001	Palm Oil	2577	1963		1532	664	30	707	1520	0			365	1177	0.4	9	0.0	1.0
World +	5001	Coconut Oil	2578	1963		1880	437	-117	482	1719	0			322	1406	0.4	11	0.0	1.2
World +	5001	Sesameseed Oil	2579	1963		471	2	1	5	468	0		0	8	459	0.1	4	0.0	0.4
World +	5001	Olive Oil	2580	1963		1969	196	-709	166	1290				97	1193	0.4	9	0.0	1.0
World +	5001	Ricebran Oil	2581	1963		134	0	0	0	133				55	78	0.0	1	0.0	0.1
World +	5001	Maize Germ Oil	2582	1963		364	8	-9	6	358			0	22	336	0.1	3	0.0	0.3
World +	5001	Oilcrops Oil, Other	2586	1963		2350	730	-40	626	2414	0		48	1795	592	0.2	4	0.0	0.5
World +	5001	Vegetables +	2918	1963		219929	6129	-173	6612	219272	5646	51	26	21005	192558	61.0	41	2.1	0.4
World +	5001	Tomatoes	2601	1963		27689	1818	-11	2437	27058	218		0	2482	24358	7.7	4	0.2	0.0
World +	5001	Onions	2602	1963		14308	889	-53	949	14195	0	12	0	1205	12978	4.1	4	0.2	0.0
World +	5001	Vegetables, Other	2605	1963		177932	3423	-109	3226	178019	5429	39	25	17317	155223	49.2	33	1.8	0.3
World +	5001	Fruits - Excluding Wine +	2919	1963		182466	16748	245	16355	183104	1991		41080	17114	122929	38.9	54	0.6	0.3
World +	5001	Oranges, Mandarines	2611	1963		19571	3654	-439	3516	19271	0		7	1640	17624	5.6	4	0.1	0.0
World +	5001	Lemons, Limes	2612	1963		2688	593	11	553	2739			17	324	2400	0.8	0	0.0	0.0
World +	5001	Grapefruit	2613	1963		1897	335	11	390	1853	0		0	118	1737	0.6	0	0.0	0.0
World +	5001	Citrus, Other	2614	1963		1517	40	0	7	1550			2	215	1333	0.4	0	0.0	0.0
World +	5001	Bananas	2615	1963		22014	3910	-1	4017	21905	416		640	3617	17233	5.5	9	0.1	0.0
World +	5001	Plantains	2616	1963		14010	21	50	32	14049	1375		1623	2737	8314	2.6	6	0.1	0.0
World +	5001	Apples	2617	1963		20690	1546	592	1999	20829	114		2260	1564	16890	5.3	7	0.0	0.1
World +	5001	Pineapples	2618	1963		3919	340	-7	538	3714			52	351	3311	1.0	1	0.0	0.0
World +	5001	Dates	2619	1963		1465	392	-6	90	1761	22		0	126	1613	0.5	2	0.0	0.0
World +	5001	Grapes	2620	1963		46544	2339	227	2282	46827	0		35387	1766	9674	3.1	6	0.1	0.0
World +	5001	Fruits, Other	2625	1963		48150	3579	-192	2932	48605	64		1090	4656	42800	13.6	17	0.2	0.2
World +	5001	Stimulants +	2922	1963		6644	4884	-292	5025	6210	0		4	158	6048	1.9	4	0.4	0.1
World +	5001	Coffee	2630	1963		4123	2949	-172	3078	3822			0	97	3724	1.2	1	0.2	
World +	5001	Cocoa Beans	2633	1963		1232	1295	-109	1268	1150			4	44	1103	0.3	2	0.1	0.1
World +	5001	Tea	2635	1963		1289	639	-12	679	1238	0			17	1221	0.4	0	0.1	
