countries	countries (codes)	item	item (codes)	year	Total Population - Both sexes (1000)	Production (1000 tonnes)	Import Quantity (1000 tonnes)	Stock Variation (1000 tonnes)	Export Quantity (1000 tonnes)	Domestic supply quantity (1000 tonnes)	Feed (1000 tonnes)	Seed (1000 tonnes)	Processing (1000 tonnes)	Other Util (1000 tonnes)	Food (1000 tonnes)	Food supply quantity (kg/capita/yr)	Food supply (kcal/capita/day)	Protein supply quantity (g/capita/day)	Fat supply quantity (g/capita/day)	
World +	5001	Population	2501	1967	3420580														
World +	5001	Grand Total +	2901	1967													2322	63.6	52.3
World +	5001	Vegetal Products +	2903	1967													1960	42.2	25.7
World +	5001	Animal Products +	2941	1967													362	21.3	26.6
World +	5001	Cereals - Excluding Beer +	2905	1967		1012860	109581	-32272	107470	982702	384141	62396	23024	50003	463149	135.4	1152	29.1	5.5
World +	5001	Wheat	2511	1967		286325	55048	-9024	53387	278962	47921	27380	818	13006	189865	55.5	419	13.0	1.8
World +	5001	Rice (Milled Equivalent)	2805	1967		184497	7715	-4370	7887	179954	6699	9452	1449	9966	152423	44.6	449	8.4	1.3
World +	5001	Barley	2513	1967		101356	8282	-2676	8383	98579	64496	8412	11541	3895	10236	3.0	21	0.6	0.1
World +	5001	Maize	2514	1967		264505	28118	-14290	27823	250510	179508	5943	7536	15838	41685	12.2	102	2.5	0.9
World +	5001	Rye	2515	1967		31272	806	-435	855	30789	11751	3971	482	1540	13045	3.8	27	0.7	0.1
World +	5001	Oats	2516	1967		48336	1341	544	1350	48872	40688	4565	122	1049	2447	0.7	4	0.2	0.1
World +	5001	Millet	2517	1967		29794	345	-704	333	29101	2503	853	284	1983	23478	6.9	56	1.5	0.5
World +	5001	Sorghum	2518	1967		55943	7353	-1395	7307	54594	24300	986	742	2352	26214	7.7	64	1.9	0.7
World +	5001	Cereals, Other	2520	1967		10835	574	79	147	11340	6274	833	50	374	3754	1.1	9	0.2	0.0
World +	5001	Starchy Roots +	2907	1967		520999	8232	-11191	7827	510212	135793	44228	9929	53597	266666	78.0	181	2.6	0.4
World +	5001	Cassava	2532	1967		88472	3600	32	3134	88970	24389	0	256	10776	53549	15.7	41	0.3	0.1
World +	5001	Potatoes	2531	1967		293231	4466	-11172	4512	282013	88381	42972	8734	30022	111905	32.7	60	1.4	0.1
World +	5001	Sweet Potatoes	2533	1967		118222	35	0	12	118246	20836	529	939	6785	89157	26.1	70	0.7	0.2
World +	5001	Yams	2535	1967		12921	0	0	7	12914	1742	577		4116	6479	1.9	5	0.1	0.0
World +	5001	Roots, Other	2534	1967		8152	131	-51	162	8070	446	150	1	1899	5575	1.6	4	0.1	0.0
World +	5001	Sugarcrops +	2908	1967		736596	101	-1434	179	735084	21829	8972	680120	16401	7762	2.3	2	0.0	0.0
World +	5001	Sugar Cane	2536	1967		506928	0	-1505	88	505336	18418	8972	457536	12696	7714	2.3	2	0.0	0.0
World +	5001	Sugar Beet	2537	1967		229667	101	71	91	229749	3411		222584	3705	48	0.0	0	0.0	0.0
World +	5001	Sugar & Sweeteners +	2909	1967		79291	19803	-2580	20399	76114	760	0	1092	1949	72397	21.2	206	0.1	0.0
World +	5001	Sugar, Non-Centrifugal	2541	1967		10187	8	3	4	10194	319		54	307	9514	2.8	27	0.1	0.0
World +	5001	Sugar (Raw Equivalent)	2542	1967		63867	19289	-2599	20016	60541	439		348	903	58927	17.2	169		
World +	5001	Sweeteners, Other	2543	1967		4491	395	13	263	4636	2	0	687	740	3217	0.9	9	0.0	0.0
World +	5001	Honey	2745	1967		745	111	3	116	743	0		4	0	739	0.2	2	0.0	
