countries	countries (codes)	item	item (codes)	year	Total Population - Both sexes (1000)	Production (1000 tonnes)	Import Quantity (1000 tonnes)	Stock Variation (1000 tonnes)	Export Quantity (1000 tonnes)	Domestic supply quantity (1000 tonnes)	Feed (1000 tonnes)	Seed (1000 tonnes)	Processing (1000 tonnes)	Other Util (1000 tonnes)	Food (1000 tonnes)	Food supply quantity (kg/capita/yr)	Food supply (kcal/capita/day)	Protein supply quantity (g/capita/day)	Fat supply quantity (g/capita/day)	
World +	5001	Population	2501	1974	3930410														
World +	5001	Grand Total +	2901	1974													2383	64.3	54.5
World +	5001	Vegetal Products +	2903	1974													2013	41.9	27.5
World +	5001	Animal Products +	2941	1974													369	22.4	27.0
World +	5001	Cereals - Excluding Beer +	2905	1974		1194110	153042	-14109	153331	1179710	480925	66393	31088	66749	535145	136.2	1175	29.4	5.4
World +	5001	Wheat	2511	1974		348443	67093	-6690	66043	342802	68676	28238	1414	20272	224377	57.1	442	13.7	1.9
World +	5001	Rice (Milled Equivalent)	2805	1974		221040	7910	933	8149	221734	8892	10785	1738	12122	188218	47.9	483	9.1	1.4
World +	5001	Barley	2513	1974		147107	15002	-4710	14452	142946	101319	11328	14804	5242	10252	2.6	18	0.5	0.1
World +	5001	Maize	2514	1974		297388	48662	-264	50218	295569	210236	6214	11311	21032	46883	11.9	99	2.4	0.9
World +	5001	Rye	2515	1974		32401	1189	-3211	1279	29100	12154	2769	431	1520	12224	3.1	22	0.6	0.1
World +	5001	Oats	2516	1974		47106	1254	1361	1542	48179	39699	4588	97	1276	2519	0.6	4	0.1	0.1
World +	5001	Millet	2517	1974		27626	576	-783	230	27189	2783	745	282	2083	21297	5.4	44	1.2	0.4
World +	5001	Sorghum	2518	1974		61245	10310	-520	10786	60249	30303	964	960	2782	25241	6.4	54	1.6	0.5
World +	5001	Cereals, Other	2520	1974		11752	1046	-226	630	11941	6863	763	51	421	4135	1.1	8	0.2	0.0
World +	5001	Starchy Roots +	2907	1974		543820	14646	10497	14943	554021	146034	41407	11765	56758	298060	75.8	178	2.5	0.4
World +	5001	Cassava	2532	1974		104206	8271	409	8901	103986	29688	0	659	12764	60877	15.5	40	0.3	0.1
World +	5001	Potatoes	2531	1974		281422	6072	4186	5874	285806	84602	40091	10703	30619	119791	30.5	56	1.4	0.1
World +	5001	Sweet Potatoes	2533	1974		136778	205	5999	18	142964	29663	451	402	8293	104156	26.5	72	0.7	0.2
World +	5001	Yams	2535	1974		12934	0	0	12	12922	1633	704		3903	6682	1.7	5	0.1	0.0
World +	5001	Roots, Other	2534	1974		8479	98	-97	137	8343	449	161	1	1179	6554	1.7	5	0.1	0.0
World +	5001	Sugarcrops +	2908	1974		872072	29	1122	154	873069	27239	12500	804810	17450	11069	2.8	2	0.0	0.0
World +	5001	Sugar Cane	2536	1974		641578	0	1002	135	642445	18572	12500	584795	15554	11024	2.8	2	0.0	0.0
World +	5001	Sugar Beet	2537	1974		230494	29	120	20	230624	8667		220016	1896	45	0.0	0	0.0	0.0
World +	5001	Sugar & Sweeteners +	2909	1974		94165	22934	1888	24115	94872	574	0	1612	2749	89937	22.9	223	0.1	0.0
World +	5001	Sugar, Non-Centrifugal	2541	1974		12124	8	0	11	12121	450		85	329	11257	2.9	28	0.1	0.0
World +	5001	Sugar (Raw Equivalent)	2542	1974		74831	22216	2013	23421	75638	116		601	1150	73764	18.8	184		
World +	5001	Sweeteners, Other	2543	1974		6426	598	-96	576	6352	8	0	920	1271	4161	1.1	10	0.0	0.0
World +	5001	Honey	2745	1974		785	112	-29	107	761	0		6	0	755	0.2	2	0.0	
World +	5001	Pulses +	2911	1974		42713	1597	-1189	1659	41462	9632	3429	4	1915	26480	6.7	63	4.0	0.4
World +	5001	Beans	2546	1974		12564	687	-390	681	12181	229	1027		556	10369	2.6	25	1.6	0.1
World +	5001	Peas	2547	1974		9913	333	-477	368	9401	4476	803	4	452	3667	0.9	9	0.6	0.0
World +	5001	Pulses, Other	2549	1974		20236	577	-323	610	19880	4927	1599	0	907	12444	3.2	30	1.8	0.3
World +	5001	Treenuts +	2912	1974		3725	1250	2	1332	3646		0	2	150	3493	0.9	6	0.2	0.5
World +	5001	Oilcrops +	2913	1974		154616	24990	5115	24289	160432	4649	6189	121247	7940	20405	5.2	41	2.2	2.7
World +	5001	Soyabeans	2555	1974		52626	17430	5466	17254	58268	760	2761	46605	2103	6039	1.5	14	1.3	0.5
World +	5001	Groundnuts (Shelled Eq)	2556	1974		13150	845	-847	842	12307	8	1033	6640	1050	3575	0.9	14	0.6	1.1
World +	5001	Sunflowerseed	2557	1974		10934	410	602	375	11571	45	426	10203	492	406	0.1	1	0.0	0.1
World +	5001	Rape and Mustardseed	2558	1974		7714	1412	5	1351	7779	264	190	6721	376	229	0.1	1	0.0	0.1
World +	5001	Cottonseed	2559	1974		25872	268	-83	343	25715	3324	1347	19195	1849	0	0.0	0	0.0	0.0
World +	5001	Coconuts - Incl Copra	2560	1974		25656	2979	103	2649	26089	18	60	15795	1460	8756	2.2	8	0.1	0.7
World +	5001	Sesameseed	2561	1974		1716	206	-37	259	1625		46	1088	50	445	0.1	2	0.1	0.2
World +	5001	Palmkernels	2562	1974		1282	343	17	357	1286	0		1238	42	6	0.0	0	0.0	0.0
World +	5001	Olives	2563	1974		8013	193	34	177	8063			7293	81	678	0.2	1	0.0	0.1
World +	5001	Oilcrops, Other	2570	1974		7652	905	-146	681	7729	230	326	6469	437	271	0.1	1	0.0	0.1
World +	5001	Vegetable Oils +	2914	1974		31870	7565	-811	8010	30614	12		22	5778	24873	6.3	151	0.0	17.1
World +	5001	Soyabean Oil	2571	1974		8301	1606	-513	1829	7565	12			472	7096	1.8	43	0.0	4.8
World +	5001	Groundnut Oil	2572	1974		2840	381	153	385	2988	0		0	174	2814	0.7	17	0.0	2.0
World +	5001	Sunflowerseed Oil	2573	1974		4233	750	-474	817	3692	0		0	237	3457	0.9	21	0.0	2.3
World +	5001	Rape and Mustard Oil	2574	1974		2501	331	2	411	2423	0			350	2084	0.5	13	0.0	1.4
World +	5001	Cottonseed Oil	2575	1974		3125	365	-66	375	3049	0		1	758	2290	0.6	14	0.0	1.6
World +	5001	Palmkernel Oil	2576	1974		583	255	30	306	562	0		0	236	326	0.1	2	0.0	0.2
World +	5001	Palm Oil	2577	1974		2796	1750	-125	1991	2430	0			805	1700	0.4	10	0.0	1.2
World +	5001	Coconut Oil	2578	1974		1987	635	38	665	1995	0			558	1450	0.4	9	0.0	1.0
World +	5001	Sesameseed Oil	2579	1974		480	5	14	4	496	0		1	28	467	0.1	3	0.0	0.3
World +	5001	Olive Oil	2580	1974		1619	337	117	310	1763				128	1639	0.4	10	0.0	1.1
World +	5001	Ricebran Oil	2581	1974		272	0	0	1	271				78	194	0.0	1	0.0	0.1
World +	5001	Maize Germ Oil	2582	1974		567	75	1	89	554			0	31	522	0.1	3	0.0	0.4
World +	5001	Oilcrops Oil, Other	2586	1974		2566	1073	12	826	2825	0		71	1924	833	0.2	5	0.0	0.6
World +	5001	Vegetables +	2918	1974		276949	11337	-833	11556	275897	6402	50	77	26884	242525	61.7	41	2.1	0.4
World +	5001	Tomatoes	2601	1974		43999	3230	-574	3837	42818	409		5	4105	38299	9.7	5	0.2	0.1
World +	5001	Onions	2602	1974		18792	1105	-115	1122	18660	0	22	1	1500	17138	4.4	5	0.2	0.0
World +	5001	Vegetables, Other	2605	1974		214158	7002	-143	6597	214419	5993	28	71	21279	187089	47.6	32	1.7	0.3
