,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050
...,539290,697218,764766,798910,790800,858338,906807,988444,984839,944026,933426,956788,920910,915299,941120,925098,911036,885354,885606,932404,920933,972965,903521,896682,920787,949609,1019301,877358,1006260,1040745,1137681,1209829,1248870,1316975,1330542,1320598,1344217,1264662,1380265,1299345,1185485,1367881,1281925,1349713,1354892,1431988,1448928,1363378,1174149,1078556,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
...,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
...,1056267,1111446,1909375,1919107,1380585,961383,1286742,1656748,1234421,1809006,2265062,2163718,2261916,2342402,2395553,2507853,2364185,2391523,2672496,2502551,2510727,2480628,2521214,2548018,2659454,2705123,2732187,2908511,2950983,3192213,3136785,3261998,3410807,3249705,3314646,3607995,3270455,3508276,3713891,3592240,3617174,3543524,3993813,4285188,4802533,5032328,4612570,5035208,4410160,4737806,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
...,115875,120453,131270,155178,158571,209707,237479,265505,283232,311924,308013,328401,320045,352738,393513,411359,366744,360406,371522,384264,385141,422022,424566,399089,396701,430192,435577,396904,422565,415228,445375,471446,451303,498897,496246,430420,483384,487084,519344,491261,502909,544909,552745,512984,531483.9,566556.9,560691,461913,441594,521039,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mala_Indo.commodity_area_harvested_data,2568664,3286461,2678237,3769928,2635349,3910843,2683567,3367816,2585897,3091239,2782090,2318932,3595636,2836270,2619044,2186206,2657135,3094410,2673120,2821940,3030040,2139300,3087230,3140250,2496970,3199760,2698030,3500750,3040200,3230674,2983832,3706054,3033530,3220400,3765840,3861570,3465220,3956820,3569360,3614000,3389900,3227830,3466510,3464910,3741990,3453656,3727926,4101625,4258664,4256740,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
...,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
...,7373489,7827223,7283947,7535785,7908904,8263995,8113599,8681142,8697854,8839847,9058852,8663817,9155240,9248600,9245439,9101760,9082570,9512170,9541560,9721870,10092840,9670460,9828470,10387580,10557264,10639325,10581544,10809955,11195337,11183047,10965140,11776053,11706234,11432424,12111587,12255168,11831575,12404604,12655589,12491700,12173600,12199700,12149200,12603700,12515300,12431400,12820842,12965802,13555904,13917945,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
...,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
...,2484278,2459356,2398191,2468923,2458834,2498239,2450398,2719457,2648421,2935921,2999621,3081772,3320585,3470827,3678812,3628639,3899276,4130618,4315485,4480187,4765038,4616040,4742741,5159995,5354405,6086065,5959250,6313872,6653518,7068849,7266338,7808655,7864554,8198408,8588345,8650662,8725384,9025588,9257756,9496035,9980817,10281414,10479955,10988806,11625586,12052854,12626238,13345555,13829079,13621909,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
...,183000,182062,177094,199211,205271,190372,202600,202200,205627,212051,220542,229703,224581,256116,247887,252860,237000,252400,277100,287000,294100,358700,359760,341422,383294,413972,422406,452975,456300,462574,487542,518047,548389,549861,527540,532797,474513,502318,487511,462342,482159,446951,423725,431793,469083,483441,494856,496004,500420,496310,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Oceania.commodity_area_harvested_data,2522146,2530002,2561916,2612541,2801979,3118662,2837828,3344948,3365078,4182399,4643704,4055782,4019299,3511794,4099767,4080926,4695412,4840298,4337352,4291641,4982444,4611262,5895049,5624663,5434296,4582613,4788812,4529121,4298432,4166838,4467114,4927762,5043380,4127556,5198976,5455419,5284786,4843380,4031184,5014469,5537393,5902447,6494812,6536977,6349013,6216650,6993849,7128882,6394165,5732298,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
...,6033739,6740107,6758076,7334080,7162480,8507540,9174994,10971981,9615727,6586912,7235393,7710696,9055980,8374974,8612880,9060027,10051133,10339909,11239914,11395287,12030429,11683563,13118959,12286834,11891043,11374664,9224123,8995479,9137527,9358250,7317934,8430542,8553180,8085760,9491967,11330059,10742027,11977640,12751804,12582505,11987020,11619762,13555385,13827764,12842424,12204384,12978849,13895298,14191896,13895972,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
...,33522,33683,35002,34793,33661,35083,39264,41096,45093,52264,51627,50377,53934,77283,87031,85918,103810,103351,122929,129496,118418,140009,88835,132280,136003,120281,108537,119211,110547,117796,101855,138144,135106,141242,136900,158965,175539,149917,159091,139907,183956,150207,53415,73775,59067,105897,26954,8753,13899,23400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
...,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
...,557505,574721,582358,607462,574445,596284,595765,592411,646351,695332,776610,946278,851151,807932,876224,751079,820710,945926,1014432,871708,837413,808917,857037,935815,1198687,1114007,1004436,995696,971422,853735,1002619,886397,960063,1177427,1239105,1235302,1539693,2078691,2837280,2357026,2057833,2051780,1916198,2125621,1745954,1868114,2025861,2516560,2555323,2543020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
...,192253,198244,204828,232208,246616,268986,268599,276657,260109,266923,281359,285686,271458,298347,302011,335452,347459,306002,329505,354591,384603,391641,370788,386290,378854,382583,381714,386053,381451,406252,418052,408053,407943,418441,446974,465033,481053,485061,487069,489071,476069,499069,517574,517216,499025,481573,471197,440116,448864,454573,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Oth_CEE_CIS.commodity_area_harvested_data,8663240,8503513,8477169,8407989,8566853,8445134,8384489,8147123,7931082,7712149,7724292,7522673,7410819,7439186,7502661,7358136,7246609,6830206,7232570,7113800,7307450,7242035,6925469,7272801,7408193,7329893,7107049,7100077,7043964,6934593,6926236,25502055,27259423,25749035,23013712,20525753,21397945,19064723,18051077,19023008,19691236,19068999,20032946,20807271,19170154,19809755,18756057,19309716,19409526,18559156,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
...,9937000,10204144,10212660,10241048,9817542,10019833,10115486,10507854,10785547,10595853,10847477,10783000,10327700,10811000,11083800,11195800,11168700,11211410,11101400,10668800,10867000,10784100,11055210,10630570,10814170,10901310,10999780,11093480,10915450,11130390,11288198,32953963,32240210,30644937,30904982,31535988,32331327,29885981,29461372,30291974,32736825,33703540,28707445,32606326,33632586,31741643,32402170,34103379,35676497,33546213,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
...,67587,89988,64951,45049,59793,73926,68382,54154,67768,78753,76256,62125,71325,69041,66854,66236,70252,82336,87363,64525,85540,90072,82756,76599,71831,67325,65975,62810,74756,58228,49892,415929,417625,389531,370648,405386,417758,351670,385025,393284,247624,280730,363562,309357,328261,350449,331844,300177,346310,375285,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
...,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
...,887240,847853,908679,975021,992480,1045572,1047687,1074836,1173346,1214810,1256192,1330274,1367656,1294044,1307543,1349353,1371510,1435259,1475839,1492693,1484938,1486142,1498577,1558557,1725783,1880772,2066090,1945838,1943330,1898921,1703446,4520534,4349332,4373940,4843081,4782959,4483637,5135162,5969705,5782723,5213585,5737562,7448060,7136243,7640897,8433635,8100644,9886003,10035269,11215512,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
...,216509,206057,236865,280914,243196,264813,257155,210991,202295,213083,248543,233578,245583,294313,325994,363011,376428,409256,417195,401482,514956,519893,508415,503552,477939,493150,556586,453953,488462,541922,547136,2245032,2247416,2184288,2046381,1962720,1719462,1660587,1622318,1420744,1464954,1385802,1263472,1291110,1240630,1422298,1170870,931312,886746,1083169,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_Europe.commodity_area_harvested_data,282230,295808,295263,303213,300518,294060,288360,289224,308591,327812,343481,351881,362052,367830,371863,362357,364270,370125,380000,380511,381342,391377,384984,381180,382297,390510,362570,392820,406729,410071,418067,402449,379705,378350,368613,364272,353600,344131,355527,337790,339191,330896,318285,304323,307835,292224,277705,270989,277079,279498,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
...,126142,118364,112280,113826,113456,109471,109013,112826,111288,101378,97822,100959,96359,102895,105432,111128,110267,109368,102732,105921,99519,105001,113940,128690,137098,139150,160540,146960,147347,158223,159164,157956,172430,176790,173481,165738,164409,177820,154950,175469,166550,167425,175044,185846,185299,190778,192026,194394,182097,173630,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
...,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
...,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
...,6580,7130,8498,9267,11513,13126,16972,19055,15348,12398,11611,11999,13164,13303,14578,16967,16620,16391,17089,18669,19379,20575,21211,23778,22212,22720,23090,23984,23829,23056,22710,24242,27135,26195,25170,24884,26168,25939,25314,23346,29100,33022,31539,31170,30946,31729,32253,30703,30517,32459,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
...,5052,4862,6907,7570,8372,8437,8673,8981,8970,9040,8920,9840,9919,10417,11386,11296,11938,13090,13690,13362,14414,14945,15127,15158,14935,13819,14990,14670,14490,14460,14280,14185,14080,13779,13794,16800,18843,16675,17450,17730,17754,18175,17678,18622,18248,18762,21159,20469,20191,18000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_SE_Asia.commodity_area_harvested_data,2941714,2989216,3006212,3169670,3407595,3483611,3556242,3585942,3813613,3856729,4114202,3935255,4471911,4910076,5217397,5234998,5131714,5570164,5679403,5785610,6010108,5548603,6074568,6209402,6678741,6515663,6070503,6674651,6568218,6484615,6141092,5913445,5547881,5321683,5284910,5407189,5324667,5116004,5338338,5264173,5276201,5276344,5429864,5649650,5649196,5731207,5939151,6466942,6227767,6216257,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
...,24156,35917,58110,80107,111356,151770,134148,88753,55177,60216,64233,48925,48721,54126,85309,86669,86979,91354,82662,82114,105196,92884,102966,133961,118334,111056,111163,120365,121692,130853,137368,148074,146554,115529,107917,92200,96251,97286,106553,81436,80268,83982,96144,96197,112991,92976,99025,92031,96061,96500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
...,21110126,22132011,21806391,22778470,22322035,22768455,22197980,22923830,22675853,22656249,22438694,21477513,22668572,22215773,23512176,23557424,24261333,24563610,23697331,25249351,25088350,24823558,25343621,24783903,25749140,25148083,24421653,25934692,26493415,25437016,25657543,26199410,26723154,27090336,28172244,28443295,28807510,28096963,30644226,30538060,30858635,30353414,31193077,31000767,32200115,33029150,33495408,34068088,34644121,34593818,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
...,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
...,2670456,2906470,3128987,3100918,3543025,3400726,3514731,3669235,3707091,3855611,4245797,4229515,4022394,4428853,4392086,4721024,4821490,5031718,5507899,5309980,5601001,5791660,6016333,6021988,6564372,6685489,6532320,6423711,6402015,6554863,6539369,6281297,6591699,6514903,6681426,6679787,6686158,6838792,7432826,6983639,7297423,7261353,7541157,7801629,7956480,7958687,8182754,8670044,8873031,9039883,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
...,384608,413420,426792,446366,544171,508335,472723,488845,534944,573494,668680,698472,752337,861977,946798,1085694,1202859,1221205,1110319,1018693,1028935,1225572,1218351,1191316,1129015,1059398,1009869,1009713,1128484,1209143,1361190,1499400,1605718,1443703,1614665,1726761,1721181,1696297,1734240,1761161,1711984,1874130,1992054,1965966,1838166,1808742,1874889,1912408,1836928,1845492,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_S_Asia.commodity_area_harvested_data,3583442,3569894,3487792,3731435,3784432,3739170,3869676,3560911,3517057,3708942,3677117,3528483,3774361,3513375,3617155,3575515,3640567,3593101,3462055,3322496,3523879,3384232,3611943,3658952,3603290,3571483,3307959,3639640,3671589,3616145,3377650,3591412,3506100,3820417,3782023,3529016,3641496,3694275,3414003,3284835,3269968,3345833,3788861,3585422,3670768,3635785,3784197,3781823,3590666,3654531,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
...,7040557,7439680,7553754,7539666,7823719,7679500,7573700,8294855,8561415,8756675,8688410,9067242,8657120,8794752,8586470,8946776,9251197,9272178,9478233,9764281,9975206,10110358,10244105,10132667,10092515,10057430,10626496,10128982,10505406,10617240,10799095,10629010,11456627,11268509,11290010,11793000,11620902,12005333,11792926,11989087,11378330,11212643,11732734,11413733,11943085,12049690,12152536,11786582,12713680,12746187,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
...,11510050,11725834,12148690,12463729,12537153,12361573,13235633,13254183,13874019,13542371,12872191,13122381,13523439,13668251,14128149,13764521,14209645,14466475,14471602,14560554,14777903,14769140,14032816,14664179,14690117,15029561,14586907,14737961,14903703,15032711,14743047,14380553,14563961,14516871,14699879,14827803,14987212,15035843,15822000,15725840,15201220,15513958,15806333,15260682,15787766,15806349,15543767,17054206,16983302,16928450,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
...,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
...,1583046,1571086,1617697,1561837,1565809,1550161,1608565,1680550,1596734,1609036,1664414,1687927,1670165,1675381,1634211,1664762,1725086,1708318,1913710,1865352,1895175,1883850,1858502,1791977,1970951,1982488,1903609,1895257,1986052,1966079,1967820,1989210,2006379,2037070,2110007,2153339,2155353,2148292,2181151,2023531,1950274,1914473,2003779,2113298,2101758,2148128,2166923,2094812,2009089,1944322,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
...,531195,592105,692432,654765,682175,788600,849510,712030,756804,839867,848945,745365,708191,840429,874518,883467,993111,1042493,970312,932194,1041171,1173497,1145911,1127213,1125445,1005009,997581,1093893,1127892,1120402,1155041,1170485,1155725,1228289,1280409,1232265,1233837,1319465,1424692,1280683,1233593,1266850,1370536,1343064,1223957,1168979,1287338,1474361,1255837,1162950,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Russia.commodity_area_harvested_data,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,795450,786880,524100,629600,622410,845500,501500,542400,720900,467300,546800,659100,870400,830500,971000,1296250,1731700,1122200,1025200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
...,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24259500,24665500,22160500,21597000,22546000,24018400,19858200,19755200,21346000,22832700,24477700,20005600,22919900,24682600,23049100,23500500,26070300,26819900,21780500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
...,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,265300,260600,192900,144070,156850,140400,135900,162300,167600,142300,130100,143000,125000,136700,156200,157000,160400,177500,200900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
...,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
...,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4224413,4054700,4128040,5326209,4898598,3955961,4300830,5721616,5104630,4108530,4413455,5674542,5671178,6462606,7380550,6349390,7441830,7087700,7540200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
...,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1438880,1333300,1104450,1085480,1059950,745230,707000,823060,746540,731830,714590,853290,790060,758720,942750,987800,799950,770200,923800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S_S_AFR.commodity_area_harvested_data,42505330,43418028,44314249,44469902,46054787,44436801,47341990,45711721,51106950,48893630,48913601,45833072,47913900,48278488,45691321,48945265,46484632,45367971,43484521,46054957,44554021,44069800,45901913,48132161,53533002,57651795,56173661,61461244,60100162,59197241,62901376,65526068,66439942,72275629,69364313,71194425,72418826,71756266,69422024,68608491,69738342,70605671,78194209,72912332,82699601,79026116,79427254,83035405,79013566,81116556,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
...,2569562,2544780,2724978,2529530,2657989,2461003,2674495,3117471,3349592,3486737,3604067,3645671,3243437,3173751,3158561,3106958,2941625,2962655,2960720,2650528,2820271,3125002,2920731,2978998,3057905,3233103,2926868,3192438,3072795,2852377,2851754,2041787,2341165,2502985,2807739,2944205,2950789,2291085,2297189,2503496,2699509,2467599,2512120,2926828,3005380,2868816,2791145,2835666,2897070,2892135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
...,2543808,2743578,2633496,2776994,2770430,2873402,3089277,3150441,3133743,3301568,3430511,3363086,3551806,3613072,3822801,3840856,4039132,4082193,4315068,4291174,4396314,4507830,4413840,4455260,4570131,4740121,4791217,5244124,6086983,5597115,6123253,6171118,6093952,6316911,6404450,6455554,6801454,7015637,6845870,6896727,6982354,7167538,7359513,7678523,8076541,8455847,7755006,8252574,8775093,8584653,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
...,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
...,12193978,12088242,13097727,13076988,13495992,13451041,13252027,13645449,13381122,14042121,14246209,14730938,14701621,14364140,14607987,13454354,13797401,13577051,13178504,13256892,13428932,12554883,12770364,12783098,12470697,13095797,13526749,14356361,14310231,13909550,14567536,15967093,15879309,17182192,18089312,19126075,19018252,19223654,20627778,20482508,20725340,20847876,21459286,22494263,22514298,22484918,22064901,24096874,25124864,24962554,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
...,342882,358685,410640,422664,459868,507213,557167,561937,586916,585038,598979,602529,622484,648439,674377,712706,751866,753887,784766,779732,869884,893401,901082,1014497,1017751,1048681,1033820,1018909,981455,1008021,1019517,964514,970430,1000532,1011023,1050368,1068283,1087157,1109970,1122126,1140008,1267279,1313445,1312864,1367292,1312497,1364863,1380945,1385691,1408069,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
